Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,ateneo
546653341258953,4.5,3.7,32.6,13.1,8.5,62.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
546653533259853,6,7.5,32.6,19.1,17.6,82.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
546654341359853,6,7.5,26.9,15.3,11.6,67.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
546654343159954,4.5,5.6,34.5,20.6,12.7,77.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
546654551249753,-1.6,-0.1,7.2,0.5,-0.6,5.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
546655532258745,6,5.6,34.5,16.8,7.8,70.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
546655542349945,2.2,4.5,23.9,8.1,3,41.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554433352158754,4.1,7.5,33,19.1,17.6,81.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554433352239943,6,7.5,34.5,9.6,8.9,66.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554433353149855,4.5,7.5,26.9,8.5,7.8,55.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554434333239955,6,7.5,32.6,21,12.7,79.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554434432249945,2.6,2.2,23.5,6.7,2.2,37.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554434442238953,4.1,5.6,30.7,16.5,13.8,70.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554434553338744,4.1,5.6,32.6,18.7,10.4,71.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554435451149955,6,1.8,24.3,10.8,4.3,47.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554435451339855,4.1,5.6,26.2,14.6,13.8,64.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554444332249753,6,6,30.7,15.3,13.5,71.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554444442138854,6,7.5,29.2,22.5,8.9,74.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554453341248953,6,7.5,32.6,22.5,16.1,84.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554454432248955,6,7.5,34.5,22.5,13.8,84.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554454433239845,6,6,32.6,11.2,7.8,63.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554454452149753,6,7.5,34.5,20.6,17.6,86.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554454541159743,6,3.7,25,11.1,7.8,53.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554454553149854,6,7.5,32.6,22.5,11.6,80.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554455353149945,2.2,5.6,32.6,13.8,6.3,60.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554455433238955,6,5.6,34.5,20.6,15.7,82.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554533333348843,6,7.5,28.8,20.6,19.5,82.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554534333339954,4.1,7.5,34.5,22.5,19.5,88.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554534341249943,6,7.5,34.5,20.6,18,86.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554534433258743,-1.6,2.2,16.7,2.1,4.8,24.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554534442138745,0.3,-0.1,6.9,-0.6,2.9,9.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554534543359943,6,5.6,30.7,19.1,15,76.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554535342348843,4.1,7.5,29.2,19.1,13.5,73.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554543332249943,4.1,7.5,26.9,6.3,12.7,57.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554543431149954,4.5,3.7,33,17.2,11.9,70.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554543552339953,6,7.5,31.1,15.7,5.6,65.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554544352358955,6,7.5,34.5,20.6,19.5,88.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554545432148754,6,7.5,28.8,16.8,12.3,71.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554545441148955,4.1,7.5,34.5,20.6,17.6,84.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554545452149743,6,5.6,29.6,21,9,71.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554545453359854,6,7.5,32.6,20.6,16.1,82.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554545533149953,0.7,5.6,11.7,4.3,2.5,24.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554554352239954,2.2,3.7,30.7,11.1,1.3,49,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554554541349944,6,7.5,32.6,17.6,16.1,79.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554555341139844,6,7.5,30.7,18.7,16.1,79,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554555433138955,6,7.5,32.6,19.1,16.1,81.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554555551359745,6,7.5,32.6,21,11.6,78.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554634432159745,6,3.7,16.7,17.2,17.6,61.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554634531138745,6,7.5,34.5,18.7,15.7,82.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554635332238854,6,7.5,34.5,22.5,13.8,84.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554635453359754,4.1,2.2,34.5,18.7,18,77.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554643332348855,4.1,7.5,31.1,11.9,6.7,61.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554643343149744,4.5,7.5,32.6,20.6,19.5,84.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554643451138854,2.2,3.7,28.8,4.3,5.9,44.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554643532339943,3,6,20.9,3,0.7,33.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554644333259754,6,7.5,14.4,16.8,2.4,47.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554644532338844,6,6,34.5,15.3,12.7,74.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554645333148753,6,7.5,34.5,22.5,13.8,84.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554645433348745,0.3,1.8,17.8,5.5,3.3,28.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554645441148744,2.2,6,22.8,5.1,0.3,36.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554645542339843,6,7.5,34.5,22.5,19.5,90,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554653532248753,4.1,7.5,33,22.5,16.5,83.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554654433249943,4.1,3.7,9.2,-2,9.7,24.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554654541258854,4.1,7.5,34.5,22.5,17.6,86.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554655431259854,4.5,7.5,34.5,18.7,16.5,81.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
554655541239745,6,6,30.7,20.6,16.1,79.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555433331248945,6,7.5,34.5,17.2,4.1,69.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555433331339745,6,7.5,31.1,19.5,7.8,71.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555433332159755,2.2,3.7,8,4.1,0.6,18.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555433341258854,6,2.2,22.4,13.4,8.9,52.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555433352158843,4.5,5.6,32.6,6.2,8.9,57.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555434352139955,0.7,7.5,21.7,11.2,10.1,51.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555434352349854,-1.2,0.7,-1.5,-0.6,-1.7,-4.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555434441248744,0.3,7.5,32.6,16.8,15.7,72.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555435443139944,3,5.6,15.6,5.2,1.1,30.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555435532139943,4.1,7.5,32.6,17.2,7.8,69.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555443352258744,6,7.5,29.6,11.9,0.7,55.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555443551138943,4.1,7.5,30.7,11.1,4.5,57.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555444333139743,4.1,7.5,32.6,17.6,10.5,72.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555444532158945,6,7.5,34.5,22.5,19.5,90,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555444543259843,-0.8,5.6,21.2,11.2,14.6,51.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555445541358755,6,7.5,29.2,22.5,11.2,76.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555453333339745,6,3.7,28.8,13,-0.5,51,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555453431348853,0.3,1.8,6,13,6.2,27.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555453432258853,3,1.8,24.7,13.1,8.2,50.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555454352158745,6,7.5,29.2,22.5,14.2,79.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555455432358745,6,5.6,25.8,19.1,15.7,72.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555455543258945,-0.4,6,16.8,0,0,22.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555455551158945,4.1,5.6,27.3,19.1,5.2,61.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555534531249744,6,7.5,33,17.6,14.6,78.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555534533259855,6,5.6,28.1,8.5,14.6,62.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555535332138743,4.1,7.5,30.7,13,11.9,67.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555535433348943,6,3.7,19.7,11.2,5.2,45.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555535543239755,6,7.5,32.6,22.5,11.9,80.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555544351259853,6,7.5,34.5,22.5,17.6,88.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555544353148944,6,7.5,34.5,20.6,14.2,82.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555544433248745,6,5.6,34.5,11.2,6.7,64,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555544433358753,6,5.6,32.6,20.6,13.8,78.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555554331249953,3,6,31.5,10.5,4.5,55.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555555343159943,6,5.6,32.6,14.9,16.5,75.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555555452248853,6,7.5,34.5,22.5,6.7,77.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555633543158854,6,3.7,30.7,10.4,12.3,63.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555634331249954,4.5,7.5,34.5,14.6,16.5,77.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555634432338955,6,4.1,34.5,19.1,15,78.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555644451358953,6,7.5,34.5,22.5,19.5,90,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555644543339845,6,7.5,34.5,17.6,15,80.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555645332138953,4.5,7.5,29.2,17.2,12.7,71.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555653453359953,6,7.5,34.5,20.6,19.5,88.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555653533149743,0.3,-0.1,-3.7,2.9,-0.2,-0.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555653541249745,3,3.7,22,13.8,9.7,52.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555654432359755,6,7.5,28.8,18.7,6.7,67.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555654441258845,2.2,0.3,29.2,7,4,42.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555654443248753,6,5.6,32.6,20.6,11.6,76.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555655333159845,4.1,2.6,22,11.9,3.3,43.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555655341149854,6,7.5,34.5,20.6,18,86.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555655343359753,0.7,7.5,21.6,9.2,6.7,45.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
555655541248843,4.1,-1.2,24.3,7.5,8.2,42.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556433342358955,4.1,4.1,34.5,12.3,4.1,59.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556434341139953,6,1.8,16.3,9.3,1,34.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556435331149844,6,7.5,34.5,17.2,11.2,76.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556435351149845,6,4.1,26.9,16.1,4.4,57.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556435352159853,4.1,1.8,30.7,13.5,0.3,50.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556435433359845,4.1,7.5,29.2,22.5,19.5,82.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556443553359854,6,7.5,34.5,21,6,75,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556444452139753,6,5.6,30.7,16.1,16.5,74.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556444533238943,2.2,5.6,32.6,21,14.6,76,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556444541359744,4.1,7.5,34.5,18.7,10.8,75.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556444542359853,6,7.5,32.6,16.8,11.9,74.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556445341258843,-1.6,7.5,19.3,13.4,-0.1,38.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556455342359944,6,5.6,30.7,18.7,4.4,65.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556455352138744,6,3.7,26.9,11.6,-2.8,45.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556455443359955,2.2,3.7,25.4,11.9,8.1,51.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556455531238844,6,5.6,17.4,13,11.9,53.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556533433139745,2.2,1.8,4.1,4.7,-2.1,10.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556534351258944,4.5,7.5,25.8,10.1,9.3,57.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556534432138954,4.5,0.7,34.5,19.1,11.6,70.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556535532349753,6,3.7,30.7,16.8,13.8,71,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556543332339844,6,7.5,34.5,22.5,19.5,90,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556544342159855,4.5,7.5,20.1,12.7,6,50.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556545351238855,4.1,7.5,34.5,20.6,19.5,86.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556545451149943,6,5.6,32.6,18.7,17.6,80.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556545452248755,2.2,5.6,32.6,16.1,15.7,72.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556545541248943,6,7.5,28.5,10.4,9.3,61.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556553431259954,4.5,5.6,30,10.1,9.7,59.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556554332349943,6,7.5,30.7,16.8,13.8,74.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556555443238854,4.5,6,31.5,21,4.5,67.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556555451348955,6,7.5,28.8,15,4.4,61.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556555543139753,6,7.5,34.5,19.5,18,85.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556633453339755,6,7.5,34.5,19.5,16.1,83.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556635451338953,6,7.5,30.7,18.7,17.6,80.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556635452249954,2.6,2.2,18.3,1.5,2.2,26.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556643431238753,6,7.5,34.5,20.6,11.6,80.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556643553238744,6,7.5,30.7,12.3,10.8,67.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556644532148745,2.6,5.6,18.2,4.7,6.3,37.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556644553339754,6,7.5,28.8,10.4,0.6,53.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556645431348743,4.1,7.5,19.3,3.6,0.9,35.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556654332259745,4.1,7.5,32.6,22.5,15,81.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556655331259753,4.1,7.5,31.1,11.1,9.7,63.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556655533239844,4.1,7.5,20.1,8.5,2.5,42.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
556655543359945,2.2,7.5,31.1,5.9,10.8,57.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564433333138953,4.5,2.6,28.8,16.1,13.1,65.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564433453348745,6,7.5,34.5,20.6,16.1,84.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564433533359844,4.1,3.7,6.8,10.4,5.1,30.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564434333258744,6,7.5,30.7,19.1,11.9,75.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564434451139743,6,7.5,30.7,18.7,19.5,82.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564435453239944,6,7.5,32.6,22.5,12.3,80.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564435553158854,-1.6,-0.1,4.5,2.8,-1.3,4.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564443441358845,2.2,3.7,0.7,-0.3,4.3,10.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564443542348955,4.5,7.5,26.6,6.3,8.2,53.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564444333159944,6,7.5,30.7,22.5,19.5,86.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564454441158754,0.7,7.5,22.4,6.3,2.6,39.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564454542139753,0.3,3.7,16.3,9.6,4.7,34.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564454551348844,4.1,-2,6,1.1,1.1,10.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564534341159754,6,7.5,34.5,22.5,13.1,83.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564534341339944,6,7.5,32.6,22.5,19.5,88.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564534433238845,-1.6,1.8,-3.4,1.7,0.7,-0.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564535341238845,4.1,3.7,25.4,4.4,9.7,47.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564535352338844,4.1,4.1,25.8,7.8,0.7,42.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564535453249855,6,5.6,16.3,5.9,3.6,37.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564535541148843,2.2,5.6,6.4,1.6,2.4,18.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564543431239755,6,5.6,32.6,21,17.6,82.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564543533258854,6,5.6,32.6,19.1,10.1,73.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564544343149955,6,5.6,34.5,17.6,12,75.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564544352248853,4.5,7.5,31.5,5.6,9.7,58.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564544531159854,6,7.5,34.5,18.7,17.6,84.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564545552349744,6,7.5,32.6,22.5,10.5,79.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564553541138853,6,5.6,28.8,13,0,53.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564553552239945,4.1,5.6,27.3,21,19.5,77.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564554351139845,6,7.5,34.5,17.2,4.8,70,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564555343148845,6,5.6,32.6,9.2,7.8,61.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564555453258853,4.5,5.6,31.5,19.1,17.6,78.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564633331158753,4.5,3.7,25,8.2,5.6,47,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564633332158853,6,5.6,34.5,21,17.6,84.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564633343348855,6,7.5,34.5,22.5,17.6,88.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564634542259943,6,5.6,32.6,11.1,6.6,61.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564635552238844,4.1,-0.1,4.1,7.3,2.4,17.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564644443148745,1.5,2.6,19.8,10.8,5.9,40.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564644531258754,2.2,7.5,27.3,9.6,4,50.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564644552239853,6,5.6,34.5,22.5,13.8,82.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564644553359754,6,7.5,21.3,17.6,11.2,63.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564645533148744,6,7.5,34.5,20.6,14.2,82.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564653351149943,6,5.6,30.7,21,16.5,79.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564653552138844,-1.6,-2,1.5,1.6,-1.4,-1.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564654341348845,6,1.8,7.5,6,7.5,28.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
564654353138845,2.6,7.5,34.5,19.1,10.4,74.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565434333258843,6,5.6,32.6,18.7,17.6,80.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565434352239843,4.1,0.7,17.5,2.4,3.7,28.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565434553138855,6,7.5,33,20.6,14.6,81.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565443431158943,-0.8,6,30.7,12.7,12,60.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565443431259843,6,5.6,32.6,16.1,4.5,64.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565443551248855,6,4.1,19.7,4.5,-0.4,33.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565444431339844,2.2,3.7,34.5,14.6,3.7,58.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565444441158743,2.6,6,33,20.6,10.5,72.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565444451149943,2.2,5.6,17.8,4.3,-1,28.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565445443339953,0.3,3.7,23.9,8.1,12.3,48.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565445542338945,6,7.5,29.2,22.5,13.5,78.7,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565445543339743,2.2,3.7,22,-0.2,-2.1,25.6,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565453352148744,4.5,7.5,29.2,13.8,8.2,63.2,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565453452138844,6,7.5,34.5,18.7,17.6,84.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565453533138745,6,5.6,34.5,20.6,17.6,84.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565453552359954,4.1,3.7,30.7,16.1,11.2,65.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565453553138753,2.2,2.2,14.8,10,11.2,40.4,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565454441238755,6,7.5,32.6,19.1,15.7,80.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565534433349845,1.1,7.5,29.6,8.2,4.5,50.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565535331359845,6,7.5,12.6,11.9,3,41,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565535542339955,6,3.7,10.2,8.5,-2.4,26,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565544341238745,2.6,4.1,14.4,9.3,-0.4,30,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565544432248744,6,5.6,26.2,11.6,5.6,55,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565553333148845,4.1,7.5,32.6,20.6,13.5,78.3,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565553341338943,6,1.8,30.7,16.8,8.5,63.8,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565553451258955,4.1,5.6,29.6,17.6,8.6,65.5,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565554433348855,4.1,0.3,9.8,6.2,0.7,21.1,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
565554533139845,4.1,1.8,23.1,-1,0.9,28.9,"Università degli Studi della Campania ""Luigi Vanvitelli"" "
