Codice,Punti 1,Punti 2,Punti 3,Punti 4,Punti 5,Punti TOT,ateneo
566633453359853.0,4.1,4.5,31.1,17.6,15.7,73.0,Università degli Studi di CATANIA 
566633543159744.0,2.6,3.7,25.4,19.1,0.3,51.1,Università degli Studi di CATANIA 
566634343358954.0,6.0,7.5,34.5,19.5,16.5,84.0,Università degli Studi di CATANIA 
566634432359754.0,3.0,2.2,17.9,1.8,1.1,26.0,Università degli Studi di CATANIA 
566634451159855.0,6.0,4.1,32.6,21.0,8.2,71.9,Università degli Studi di CATANIA 
566634541248754.0,2.2,5.6,19.4,11.9,7.8,46.9,Università degli Studi di CATANIA 
566634542259853.0,2.6,5.6,11.5,-0.8,11.6,30.5,Università degli Studi di CATANIA 
566635433349755.0,2.2,7.5,32.6,20.6,11.6,74.5,Università degli Studi di CATANIA 
566635542149844.0,-1.2,4.1,5.5,6.3,5.2,19.9,Università degli Studi di CATANIA 
566635542359953.0,2.6,7.5,34.5,17.6,14.2,76.4,Università degli Studi di CATANIA 
566643332149745.0,6.0,6.0,26.9,21.0,12.3,72.2,Università degli Studi di CATANIA 
566643452159845.0,3.0,1.8,12.3,10.8,12.7,40.6,Università degli Studi di CATANIA 
566643532338744.0,6.0,2.2,18.2,14.6,6.7,47.7,Università degli Studi di CATANIA 
566644331239944.0,2.6,1.8,25.4,0.9,-2.1,28.6,Università degli Studi di CATANIA 
566644333158744.0,4.1,6.0,18.2,6.6,4.4,39.3,Università degli Studi di CATANIA 
566644552258855.0,6.0,3.7,30.7,18.7,14.2,73.3,Università degli Studi di CATANIA 
566653541248845.0,6.0,7.5,34.5,21.0,19.5,88.5,Università degli Studi di CATANIA 
566653543239953.0,4.1,3.7,23.1,15.7,5.5,52.1,Università degli Studi di CATANIA 
566654543359855.0,6.0,3.7,32.6,18.7,11.9,72.9,Università degli Studi di CATANIA 
566655343348844.0,2.6,7.5,28.1,15.3,8.1,61.6,Università degli Studi di CATANIA 
566655432338753.0,2.6,3.7,21.6,17.2,16.1,61.2,Università degli Studi di CATANIA 
566655542238954.0,6.0,7.5,31.5,14.9,18.0,77.9,Università degli Studi di CATANIA 
566655551359743.0,4.1,7.5,32.6,22.5,18.0,84.7,Università degli Studi di CATANIA 
566655553339853.0,6.0,7.5,33.0,19.5,9.0,75.0,Università degli Studi di CATANIA 
644433331258854.0,4.1,3.7,27.7,17.6,12.3,65.4,Università degli Studi di CATANIA 
644433332359753.0,2.2,5.6,32.6,13.4,12.7,66.5,Università degli Studi di CATANIA 
644433541349954.0,6.0,7.5,34.5,20.6,19.5,88.1,Università degli Studi di CATANIA 
644433551259944.0,6.0,5.6,30.7,13.8,13.1,69.2,Università degli Studi di CATANIA 
644434332148955.0,6.0,7.5,32.6,21.0,9.7,76.8,Università degli Studi di CATANIA 
644434431159954.0,4.1,5.6,31.1,16.5,10.1,67.4,Università degli Studi di CATANIA 
644434432139744.0,6.0,7.5,34.5,20.6,14.6,83.2,Università degli Studi di CATANIA 
644434541359743.0,2.6,7.5,31.5,11.2,14.6,67.4,Università degli Studi di CATANIA 
644435332138955.0,2.2,7.5,28.8,17.2,10.1,65.8,Università degli Studi di CATANIA 
644435341348753.0,6.0,2.2,31.1,19.1,6.0,64.4,Università degli Studi di CATANIA 
644435543148744.0,6.0,5.6,30.7,14.9,8.2,65.4,Università degli Studi di CATANIA 
644443342258854.0,6.0,7.5,34.5,20.6,11.6,80.2,Università degli Studi di CATANIA 
644443441359945.0,6.0,6.0,32.6,21.0,19.5,85.1,Università degli Studi di CATANIA 
644443543248755.0,6.0,7.5,34.5,19.1,13.5,80.6,Università degli Studi di CATANIA 
644444341248844.0,6.0,7.5,34.5,22.5,19.5,90.0,Università degli Studi di CATANIA 
644444342148954.0,4.5,7.5,7.0,3.7,0.3,23.0,Università degli Studi di CATANIA 
644444352358953.0,6.0,7.5,30.7,21.0,15.0,80.2,Università degli Studi di CATANIA 
644444453138953.0,4.1,7.5,32.6,17.2,11.2,72.6,Università degli Studi di CATANIA 
644445352259954.0,6.0,7.5,32.6,13.4,14.6,74.1,Università degli Studi di CATANIA 
644445353159753.0,6.0,7.5,30.7,22.5,14.2,80.9,Università degli Studi di CATANIA 
644445433158854.0,6.0,1.8,19.4,13.0,6.3,46.5,Università degli Studi di CATANIA 
644445442348853.0,4.1,2.2,27.7,12.7,2.1,48.8,Università degli Studi di CATANIA 
644445531359953.0,4.1,5.6,29.6,14.2,3.3,56.8,Università degli Studi di CATANIA 
644445543358744.0,6.0,7.5,29.6,15.7,10.1,68.9,Università degli Studi di CATANIA 
644453351349854.0,4.1,1.8,21.2,15.3,-1.6,40.8,Università degli Studi di CATANIA 
644453442259945.0,6.0,3.7,25.0,7.7,7.8,50.2,Università degli Studi di CATANIA 
644453453349754.0,6.0,7.5,34.5,12.3,14.2,74.5,Università degli Studi di CATANIA 
644453531258945.0,6.0,5.6,34.5,13.8,10.5,70.4,Università degli Studi di CATANIA 
644454353258954.0,6.0,4.1,32.6,16.1,19.5,78.3,Università degli Studi di CATANIA 
644454441148745.0,4.1,7.5,21.2,8.1,8.5,49.4,Università degli Studi di CATANIA 
644454551158754.0,6.0,5.6,16.0,15.7,5.6,48.9,Università degli Studi di CATANIA 
644533332239953.0,6.0,7.5,34.5,19.5,4.8,72.3,Università degli Studi di CATANIA 
644533352259944.0,4.1,5.6,28.8,20.6,10.0,69.1,Università degli Studi di CATANIA 
644533431349745.0,6.0,4.5,29.2,21.0,17.6,78.3,Università degli Studi di CATANIA 
644533433358953.0,6.0,7.5,34.5,22.5,17.6,88.1,Università degli Studi di CATANIA 
644533451149855.0,6.0,7.5,20.9,11.6,8.2,54.2,Università degli Studi di CATANIA 
644534333348843.0,6.0,7.5,34.5,22.5,15.7,86.2,Università degli Studi di CATANIA 
644534342349743.0,6.0,7.5,34.5,18.7,19.5,86.2,Università degli Studi di CATANIA 
644534343259845.0,6.0,3.7,30.7,16.1,7.4,63.9,Università degli Studi di CATANIA 
644534352349745.0,6.0,7.5,32.6,17.6,10.8,74.5,Università degli Studi di CATANIA 
644534432238953.0,1.5,1.1,14.5,2.6,2.6,22.3,Università degli Studi di CATANIA 
644534441158943.0,2.6,6.0,10.7,1.8,3.7,24.8,Università degli Studi di CATANIA 
644534531259853.0,4.5,5.6,25.0,13.1,5.6,53.8,Università degli Studi di CATANIA 
644534553159953.0,6.0,7.5,34.5,21.0,11.6,80.6,Università degli Studi di CATANIA 
644535343348844.0,6.0,7.5,25.4,5.1,5.9,49.9,Università degli Studi di CATANIA 
644535353358853.0,4.1,0.3,21.7,17.2,7.1,50.4,Università degli Studi di CATANIA 
644535443259845.0,6.0,7.5,30.7,16.1,10.4,70.7,Università degli Studi di CATANIA 
644543331239944.0,4.5,5.6,28.8,19.5,13.1,71.5,Università degli Studi di CATANIA 
644543341249845.0,6.0,7.5,30.7,19.1,5.9,69.2,Università degli Studi di CATANIA 
644543431138953.0,6.0,5.6,34.5,22.5,12.7,81.3,Università degli Studi di CATANIA 
644543432348954.0,3.0,1.8,14.4,4.7,-0.2,23.7,Università degli Studi di CATANIA 
644543433249954.0,3.0,3.7,29.6,13.1,3.0,52.4,Università degli Studi di CATANIA 
644543452149744.0,2.2,-0.1,1.9,-0.2,-1.7,2.1,Università degli Studi di CATANIA 
644543452358754.0,6.0,5.6,22.8,13.1,4.4,51.9,Università degli Studi di CATANIA 
644543541339854.0,6.0,7.5,22.4,16.8,11.2,63.9,Università degli Studi di CATANIA 
644544332339853.0,4.5,7.5,31.1,15.7,15.0,73.8,Università degli Studi di CATANIA 
644544442238854.0,6.0,7.5,28.8,16.1,6.0,64.4,Università degli Studi di CATANIA 
644545433239955.0,4.1,3.7,22.8,11.6,8.6,50.8,Università degli Studi di CATANIA 
644545551249843.0,2.6,7.5,27.3,16.1,11.6,65.1,Università degli Studi di CATANIA 
644553451338845.0,6.0,7.5,34.5,22.5,15.0,85.5,Università degli Studi di CATANIA 
644553532159943.0,2.2,7.5,25.8,16.1,8.2,59.8,Università degli Studi di CATANIA 
644554353158744.0,4.1,4.1,29.2,9.6,-0.5,46.5,Università degli Studi di CATANIA 
644554453258744.0,6.0,7.5,34.5,12.7,8.6,69.3,Università degli Studi di CATANIA 
644554531259755.0,6.0,5.6,20.1,11.9,8.1,51.7,Università degli Studi di CATANIA 
644554552238754.0,6.0,7.5,34.5,18.7,17.6,84.3,Università degli Studi di CATANIA 
644555331349843.0,4.1,7.5,30.7,19.1,18.0,79.4,Università degli Studi di CATANIA 
644555353148844.0,4.1,7.5,30.7,16.8,15.7,74.8,Università degli Studi di CATANIA 
644555432359945.0,6.0,7.5,32.6,18.7,19.5,84.3,Università degli Studi di CATANIA 
644633332149955.0,1.1,0.7,11.1,2.2,0.0,15.1,Università degli Studi di CATANIA 
644633342348855.0,6.0,4.1,31.1,19.5,7.1,67.8,Università degli Studi di CATANIA 
644633442148744.0,4.5,3.7,30.7,19.5,13.1,71.5,Università degli Studi di CATANIA 
644634532158754.0,6.0,7.5,27.7,18.0,10.8,70.0,Università degli Studi di CATANIA 
644634532159943.0,2.2,-0.1,6.8,-0.3,-0.2,8.4,Università degli Studi di CATANIA 
644634543239953.0,6.0,3.7,30.7,14.2,11.6,66.2,Università degli Studi di CATANIA 
644635333349945.0,6.0,7.5,30.7,18.7,10.8,73.7,Università degli Studi di CATANIA 
644635433338845.0,6.0,3.7,34.5,18.7,16.1,79.0,Università degli Studi di CATANIA 
644635542259755.0,6.0,7.5,34.5,22.5,19.5,90.0,Università degli Studi di CATANIA 
644635552349844.0,6.0,7.5,31.1,16.5,10.1,71.2,Università degli Studi di CATANIA 
644635553138943.0,6.0,7.5,30.7,16.1,5.6,65.9,Università degli Studi di CATANIA 
644643442149943.0,6.0,7.5,34.5,20.6,13.5,82.1,Università degli Studi di CATANIA 
644644332148755.0,6.0,7.5,32.6,18.7,11.6,76.4,Università degli Studi di CATANIA 
644644342149855.0,6.0,7.5,30.7,16.1,14.6,74.9,Università degli Studi di CATANIA 
644644352138843.0,4.1,5.6,18.6,8.9,4.0,41.2,Università degli Studi di CATANIA 
644644352349753.0,6.0,6.0,28.8,10.0,15.7,66.5,Università degli Studi di CATANIA 
644644442148853.0,6.0,7.5,34.5,20.6,13.1,81.7,Università degli Studi di CATANIA 
644644533258845.0,2.6,7.5,25.4,7.0,3.2,45.7,Università degli Studi di CATANIA 
644645352258954.0,3.0,5.6,33.0,10.4,7.5,59.5,Università degli Studi di CATANIA 
644645533349945.0,6.0,7.5,34.5,20.6,16.1,84.7,Università degli Studi di CATANIA 
644645541159853.0,6.0,5.6,29.2,15.3,13.1,69.2,Università degli Studi di CATANIA 
644654451148753.0,6.0,7.5,34.5,14.9,13.5,76.4,Università degli Studi di CATANIA 
644654451259743.0,4.5,4.5,19.0,10.4,7.5,45.9,Università degli Studi di CATANIA 
644655333138944.0,-0.8,4.1,26.6,8.9,0.3,39.1,Università degli Studi di CATANIA 
644655442138953.0,6.0,7.5,34.5,21.0,14.6,83.6,Università degli Studi di CATANIA 
644655542138844.0,4.5,3.7,34.5,6.7,8.6,58.0,Università degli Studi di CATANIA 
644655552159744.0,4.1,5.6,27.7,13.8,4.1,55.3,Università degli Studi di CATANIA 
645433331239754.0,2.2,2.6,28.8,11.5,2.1,47.2,Università degli Studi di CATANIA 
645433432148953.0,6.0,7.5,33.0,16.1,17.6,80.2,Università degli Studi di CATANIA 
645434343339743.0,2.2,3.7,32.6,10.4,11.2,60.1,Università degli Studi di CATANIA 
645434442138945.0,2.6,4.1,18.6,7.5,8.6,41.4,Università degli Studi di CATANIA 
645435441259753.0,6.0,7.5,32.6,22.5,11.2,79.8,Università degli Studi di CATANIA 
645435441349955.0,2.2,1.8,12.1,2.8,-0.1,18.8,Università degli Studi di CATANIA 
645435442249943.0,0.7,7.5,18.3,19.1,9.0,54.6,Università degli Studi di CATANIA 
645435452348954.0,2.2,4.1,14.4,12.3,4.4,37.4,Università degli Studi di CATANIA 
645435541149943.0,6.0,7.5,34.5,22.5,19.5,90.0,Università degli Studi di CATANIA 
645435553349854.0,6.0,7.5,34.5,20.6,16.1,84.7,Università degli Studi di CATANIA 
645444533349954.0,4.1,7.5,28.8,18.7,10.1,69.2,Università degli Studi di CATANIA 
645445331349845.0,4.5,5.6,33.0,16.8,13.5,73.4,Università degli Studi di CATANIA 
645445351149854.0,6.0,7.5,28.1,10.8,7.8,60.2,Università degli Studi di CATANIA 
645445531259754.0,4.5,7.5,32.6,16.8,14.6,76.0,Università degli Studi di CATANIA 
645445553138954.0,6.0,7.5,32.6,22.5,12.7,81.3,Università degli Studi di CATANIA 
645453341348853.0,2.2,5.6,22.4,2.4,3.6,36.2,Università degli Studi di CATANIA 
645453432248953.0,6.0,5.6,34.5,22.5,19.5,88.1,Università degli Studi di CATANIA 
645453451249944.0,6.0,5.6,32.6,18.7,16.5,79.4,Università degli Studi di CATANIA 
645454443138845.0,6.0,3.7,23.5,6.2,1.7,41.1,Università degli Studi di CATANIA 
645454443149753.0,6.0,5.6,32.6,19.1,16.1,79.4,Università degli Studi di CATANIA 
645454531258853.0,6.0,0.7,8.7,2.1,1.7,19.2,Università degli Studi di CATANIA 
645454533248845.0,4.1,7.5,34.5,10.0,8.9,65.0,Università degli Studi di CATANIA 
645454543148743.0,6.0,7.5,32.6,22.5,18.0,86.6,Università degli Studi di CATANIA 
645455352138944.0,6.0,7.5,34.5,17.2,2.6,67.8,Università degli Studi di CATANIA 
645455531149755.0,6.0,5.6,30.7,17.6,19.5,79.4,Università degli Studi di CATANIA 
645455542158745.0,6.0,7.5,34.5,17.6,13.1,78.7,Università degli Studi di CATANIA 
645533442358845.0,6.0,7.5,32.6,18.7,16.1,80.9,Università degli Studi di CATANIA 
645533531258955.0,2.2,2.2,33.0,7.8,0.6,45.8,Università degli Studi di CATANIA 
645534332148943.0,6.0,5.6,27.7,19.1,12.7,71.1,Università degli Studi di CATANIA 
645534442158944.0,6.0,7.5,34.5,17.2,1.8,67.0,Università degli Studi di CATANIA 
645534531359855.0,6.0,7.5,34.5,22.5,10.1,80.6,Università degli Studi di CATANIA 
645534542258755.0,-1.6,3.7,4.5,1.6,-1.4,6.8,Università degli Studi di CATANIA 
645535331138753.0,4.1,5.6,33.0,10.8,9.3,62.8,Università degli Studi di CATANIA 
645535332238954.0,2.2,7.5,30.7,19.1,6.3,65.8,Università degli Studi di CATANIA 
645535333359953.0,6.0,6.0,34.5,17.2,19.5,83.2,Università degli Studi di CATANIA 
645535432138744.0,2.6,-0.1,27.7,2.9,2.9,36.0,Università degli Studi di CATANIA 
645535433238853.0,6.0,7.5,34.5,22.5,17.6,88.1,Università degli Studi di CATANIA 
645535533139754.0,-1.6,-0.1,3.8,4.7,1.7,8.5,Università degli Studi di CATANIA 
645535533348854.0,4.1,7.5,32.6,20.6,11.9,76.7,Università degli Studi di CATANIA 
645543441238855.0,6.0,7.5,32.6,22.5,17.6,86.2,Università degli Studi di CATANIA 
645543533248855.0,4.1,5.6,30.7,7.7,8.5,56.6,Università degli Studi di CATANIA 
645543541348844.0,6.0,7.5,34.5,21.0,6.7,75.7,Università degli Studi di CATANIA 
645544452349944.0,2.2,5.6,10.6,-0.2,1.8,20.0,Università degli Studi di CATANIA 
645544552249855.0,2.2,-1.2,20.1,-2.4,0.3,19.0,Università degli Studi di CATANIA 
645545331358953.0,6.0,5.6,34.5,19.1,14.6,79.8,Università degli Studi di CATANIA 
645545353158745.0,0.3,5.6,25.0,9.6,12.3,52.8,Università degli Studi di CATANIA 
645545452158754.0,1.1,7.5,29.2,19.1,13.1,70.0,Università degli Studi di CATANIA 
645545533139855.0,6.0,7.5,33.0,19.5,8.6,74.6,Università degli Studi di CATANIA 
645545552358754.0,6.0,7.5,30.7,20.6,16.1,80.9,Università degli Studi di CATANIA 
645553342359745.0,4.1,2.2,27.3,8.1,1.0,42.7,Università degli Studi di CATANIA 
645553451138943.0,6.0,7.5,30.7,22.5,14.6,81.3,Università degli Studi di CATANIA 
645554533138954.0,2.6,2.2,17.1,8.9,1.0,31.8,Università degli Studi di CATANIA 
645555343339955.0,4.1,7.5,34.5,21.0,16.5,83.6,Università degli Studi di CATANIA 
645555433159745.0,6.0,5.6,28.1,16.8,5.2,61.7,Università degli Studi di CATANIA 
645555453359745.0,2.2,3.7,32.6,18.0,12.7,69.2,Università degli Studi di CATANIA 
645633451238844.0,4.1,7.5,34.5,22.5,17.6,86.2,Università degli Studi di CATANIA 
645633543249755.0,2.6,4.1,34.5,13.5,16.5,71.2,Università degli Studi di CATANIA 
645634443259844.0,2.2,2.6,22.8,4.8,3.7,36.1,Università degli Studi di CATANIA 
645634452339844.0,-1.6,1.8,29.2,2.8,3.2,35.4,Università degli Studi di CATANIA 
645635341259843.0,6.0,7.5,32.6,14.6,8.6,69.3,Università degli Studi di CATANIA 
645635553339954.0,0.7,1.5,19.1,7.5,5.6,34.4,Università degli Studi di CATANIA 
645643453238755.0,4.1,7.5,32.6,13.4,12.3,69.9,Università degli Studi di CATANIA 
645643551359853.0,6.0,7.5,33.0,16.8,16.5,79.8,Università degli Studi di CATANIA 
645644352158754.0,6.0,7.5,32.6,20.6,16.1,82.8,Università degli Studi di CATANIA 
645644432138854.0,4.1,0.7,17.9,7.8,5.9,36.4,Università degli Studi di CATANIA 
645644552139955.0,3.0,2.6,19.1,10.1,4.5,39.3,Università degli Studi di CATANIA 
645645442238744.0,2.6,5.6,34.5,21.0,8.2,71.9,Università degli Studi di CATANIA 
645645531149753.0,6.0,5.6,21.7,9.7,13.1,56.1,Università degli Studi di CATANIA 
645653441248955.0,6.0,7.5,32.6,22.5,3.0,71.6,Università degli Studi di CATANIA 
645653442159843.0,6.0,5.6,34.5,18.0,14.6,78.7,Università degli Studi di CATANIA 
645653542339854.0,4.1,6.0,32.6,18.7,13.5,74.9,Università degli Studi di CATANIA 
645655342139745.0,6.0,7.5,34.5,17.2,18.0,83.2,Università degli Studi di CATANIA 
645655453249853.0,4.1,7.5,31.1,19.1,6.7,68.5,Università degli Studi di CATANIA 
645655553338755.0,6.0,7.5,34.5,16.8,18.0,82.8,Università degli Studi di CATANIA 
646433453338843.0,6.0,7.5,34.5,20.6,19.5,88.1,Università degli Studi di CATANIA 
646434341139855.0,4.1,5.6,30.7,13.4,12.7,66.5,Università degli Studi di CATANIA 
646434452239854.0,2.6,7.5,29.2,5.9,6.0,51.2,Università degli Studi di CATANIA 
646435341259943.0,6.0,7.5,33.0,19.5,19.5,85.5,Università degli Studi di CATANIA 
646435441138953.0,6.0,3.7,32.6,22.5,13.8,78.6,Università degli Studi di CATANIA 
646435543159755.0,6.0,7.5,29.2,15.7,6.7,65.1,Università degli Studi di CATANIA 
646435552249844.0,4.1,6.0,21.7,6.3,8.2,46.3,Università degli Studi di CATANIA 
646443431249955.0,6.0,3.7,34.5,17.2,12.7,74.1,Università degli Studi di CATANIA 
646443532258854.0,6.0,7.5,34.5,18.7,16.1,82.8,Università degli Studi di CATANIA 
646443541158743.0,6.0,7.5,34.5,21.0,3.0,72.0,Università degli Studi di CATANIA 
646443551358855.0,2.2,5.6,23.1,5.4,4.3,40.6,Università degli Studi di CATANIA 
646443553338943.0,0.3,3.7,25.0,8.9,-0.1,37.8,Università degli Studi di CATANIA 
646444331159844.0,6.0,7.5,34.5,15.3,16.1,79.4,Università degli Studi di CATANIA 
646445353149955.0,6.0,7.5,30.7,17.2,12.7,74.1,Università degli Studi di CATANIA 
646445442359743.0,0.3,1.8,17.8,7.8,4.0,31.7,Università degli Studi di CATANIA 
646445532339945.0,6.0,7.5,34.5,22.5,12.0,82.5,Università degli Studi di CATANIA 
646445542258755.0,6.0,7.5,19.3,14.9,10.1,57.8,Università degli Studi di CATANIA 
646453332139945.0,4.1,5.6,11.7,3.5,4.3,29.2,Università degli Studi di CATANIA 
646453352249753.0,2.2,7.5,32.6,22.5,14.6,79.4,Università degli Studi di CATANIA 
646453433159855.0,4.5,3.7,17.6,9.3,10.5,45.6,Università degli Studi di CATANIA 
646453441258943.0,4.1,2.2,32.6,17.6,11.6,68.1,Università degli Studi di CATANIA 
646453442138944.0,6.0,7.5,32.6,19.1,19.5,84.7,Università degli Studi di CATANIA 
646453443239943.0,4.1,3.7,25.8,5.6,4.4,43.6,Università degli Studi di CATANIA 
646453552249943.0,6.0,7.5,34.5,21.0,14.6,83.6,Università degli Studi di CATANIA 
646454331149754.0,6.0,5.6,26.9,14.9,6.2,59.6,Università degli Studi di CATANIA 
646454333238845.0,6.0,7.5,34.5,17.2,18.0,83.2,Università degli Studi di CATANIA 
646454543349954.0,6.0,7.5,34.5,19.1,13.5,80.6,Università degli Studi di CATANIA 
646455453238954.0,4.1,7.5,34.5,18.7,9.3,74.1,Università degli Studi di CATANIA 
646455532338843.0,1.5,3.7,34.5,17.6,16.5,73.8,Università degli Studi di CATANIA 
646455552259743.0,1.5,2.2,15.2,14.2,7.5,40.6,Università degli Studi di CATANIA 
646533331358753.0,0.7,-1.6,20.1,9.2,-0.5,27.9,Università degli Studi di CATANIA 
646533542249754.0,4.5,7.5,26.9,9.3,13.5,61.7,Università degli Studi di CATANIA 
646534451349954.0,6.0,7.5,28.8,21.0,15.7,79.0,Università degli Studi di CATANIA 
646534453239853.0,1.1,7.5,20.5,11.2,10.4,50.7,Università degli Studi di CATANIA 
646534531259943.0,4.5,7.5,21.2,5.1,2.1,40.4,Università degli Studi di CATANIA 
646534532338845.0,6.0,5.6,34.5,22.5,17.6,86.2,Università degli Studi di CATANIA 
646534552248853.0,6.0,7.5,34.5,18.0,12.0,78.0,Università degli Studi di CATANIA 
646535431148844.0,6.0,5.6,30.7,7.8,6.3,56.4,Università degli Studi di CATANIA 
646535441348754.0,6.0,5.6,27.3,21.0,16.1,76.0,Università degli Studi di CATANIA 
646535533158945.0,2.6,6.0,34.5,20.6,8.6,72.3,Università degli Studi di CATANIA 
646535541358853.0,4.1,7.5,30.7,22.5,15.7,80.5,Università degli Studi di CATANIA 
646544331149954.0,6.0,3.7,25.0,13.4,0.7,48.8,Università degli Studi di CATANIA 
646544341349843.0,2.2,5.6,23.9,18.7,16.1,66.5,Università degli Studi di CATANIA 
646544441338844.0,6.0,7.5,33.0,19.5,11.6,77.6,Università degli Studi di CATANIA 
646545331248954.0,0.3,7.5,34.5,20.6,1.5,64.4,Università degli Studi di CATANIA 
646545352359844.0,6.0,7.5,34.5,17.2,17.6,82.8,Università degli Studi di CATANIA 
646545451149745.0,6.0,7.5,34.5,21.0,16.1,85.1,Università degli Studi di CATANIA 
646545451149745.0,6.0,7.5,34.5,21.0,16.1,85.1,Università degli Studi di CATANIA 
646545531339754.0,6.0,7.5,30.7,16.8,17.6,78.6,Università degli Studi di CATANIA 
646545552248944.0,6.0,7.5,34.5,16.8,16.5,81.3,Università degli Studi di CATANIA 
646553353359745.0,6.0,5.6,30.7,20.6,7.1,70.0,Università degli Studi di CATANIA 
646553433159843.0,0.7,-0.8,5.1,3.3,9.0,17.3,Università degli Studi di CATANIA 
646554341358753.0,6.0,7.5,32.6,18.7,13.5,78.3,Università degli Studi di CATANIA 
646554353359745.0,0.3,4.5,29.6,14.2,13.1,61.7,Università degli Studi di CATANIA 
646554442139954.0,6.0,5.6,28.8,7.1,4.3,51.8,Università degli Studi di CATANIA 
646554532238743.0,4.5,6.0,27.7,17.6,15.0,70.8,Università degli Studi di CATANIA 
646554533339854.0,3.0,3.7,22.8,13.1,2.6,45.2,Università degli Studi di CATANIA 
646555353149855.0,2.2,5.6,28.1,9.0,9.0,53.9,Università degli Studi di CATANIA 
646555432148755.0,6.0,7.5,33.0,20.6,12.7,79.8,Università degli Studi di CATANIA 
646633531348953.0,2.6,4.1,7.9,4.8,-1.6,17.8,Università degli Studi di CATANIA 
646633542138945.0,4.1,7.5,11.7,9.6,3.6,36.5,Università degli Studi di CATANIA 
646634333359843.0,6.0,5.6,31.1,3.3,4.8,50.8,Università degli Studi di CATANIA 
646634432239855.0,4.1,5.6,30.7,19.5,9.0,68.9,Università degli Studi di CATANIA 
646635333258754.0,6.0,7.5,28.8,7.7,9.3,59.3,Università degli Studi di CATANIA 
646635341139745.0,6.0,5.6,25.8,16.1,14.2,67.7,Università degli Studi di CATANIA 
646635543258745.0,6.0,7.5,32.6,13.4,12.0,71.5,Università degli Studi di CATANIA 
646643333239943.0,6.0,5.6,25.0,16.8,13.8,67.2,Università degli Studi di CATANIA 
646643541338855.0,4.1,5.6,27.7,13.1,7.4,57.9,Università degli Studi di CATANIA 
646644341258745.0,6.0,7.5,34.5,22.5,13.8,84.3,Università degli Studi di CATANIA 
646644542239945.0,6.0,1.8,33.0,15.7,7.8,64.3,Università degli Studi di CATANIA 
646644551338943.0,6.0,7.5,34.5,22.5,19.5,90.0,Università degli Studi di CATANIA 
646645353349854.0,1.5,7.5,31.1,16.5,6.3,62.9,Università degli Studi di CATANIA 
646645441158944.0,0.0,0.0,0.0,0.0,0.0,0.0,Università degli Studi di CATANIA 
646645443338855.0,6.0,7.5,34.5,22.5,19.5,90.0,Università degli Studi di CATANIA 
646645452348754.0,6.0,5.6,32.6,16.8,11.2,72.2,Università degli Studi di CATANIA 
646645452349743.0,2.2,0.3,23.2,13.5,7.4,46.6,Università degli Studi di CATANIA 
646645532239843.0,6.0,5.6,27.3,19.1,11.2,69.2,Università degli Studi di CATANIA 
646653351358754.0,1.1,-0.8,21.6,2.8,7.8,32.5,Università degli Studi di CATANIA 
646653443259753.0,4.1,5.6,23.5,14.6,7.1,54.9,Università degli Studi di CATANIA 
646653531348754.0,6.0,2.2,34.5,19.1,16.5,78.3,Università degli Studi di CATANIA 
646654432138944.0,6.0,6.0,30.7,15.7,12.0,70.4,Università degli Studi di CATANIA 
646654442239854.0,6.0,7.5,34.5,21.0,12.0,81.0,Università degli Studi di CATANIA 
646654442349855.0,6.0,7.5,22.1,14.2,3.0,52.8,Università degli Studi di CATANIA 
646654551159743.0,4.1,3.7,25.0,11.1,2.1,46.0,Università degli Studi di CATANIA 
646654551359745.0,4.1,2.2,19.7,3.6,11.6,41.2,Università degli Studi di CATANIA 
646655342158854.0,6.0,7.5,20.5,10.1,10.0,54.1,Università degli Studi di CATANIA 
646655433348744.0,4.1,7.5,22.4,13.8,9.7,57.5,Università degli Studi di CATANIA 
654433331348754.0,6.0,5.6,34.5,22.5,19.5,88.1,Università degli Studi di CATANIA 
654433441338755.0,6.0,4.1,25.4,21.0,0.0,56.5,Università degli Studi di CATANIA 
654433453358945.0,6.0,7.5,32.6,12.3,7.4,65.8,Università degli Studi di CATANIA 
654434332348744.0,6.0,5.6,26.9,21.0,1.5,61.0,Università degli Studi di CATANIA 
654434352258745.0,6.0,7.5,34.5,22.5,17.6,88.1,Università degli Studi di CATANIA 
654434553359944.0,4.1,6.0,32.6,20.6,10.1,73.4,Università degli Studi di CATANIA 
654435331238743.0,2.2,1.8,6.0,3.5,1.7,15.2,Università degli Studi di CATANIA 
654435432139844.0,4.1,3.7,30.7,20.6,7.8,66.9,Università degli Studi di CATANIA 
654435451239854.0,4.5,2.6,32.6,17.2,10.5,67.4,Università degli Studi di CATANIA 
654435543159754.0,6.0,5.6,31.1,18.7,14.6,76.0,Università degli Studi di CATANIA 
654435543259744.0,4.1,6.0,34.5,22.5,10.5,77.6,Università degli Studi di CATANIA 
654443331139855.0,0.3,2.2,5.5,0.7,-1.2,7.5,Università degli Studi di CATANIA 
654443353139955.0,6.0,5.6,27.7,19.1,14.2,72.6,Università degli Studi di CATANIA 
654444433159854.0,4.5,7.5,23.5,11.2,8.6,55.3,Università degli Studi di CATANIA 
654444453359853.0,4.1,0.3,30.7,12.3,4.4,51.8,Università degli Studi di CATANIA 
654444542258855.0,4.5,6.0,34.5,16.5,9.7,71.2,Università degli Studi di CATANIA 
